Provider State	Provider Name	Penalty Date	Penalty Type	Fine Amount
CT	PILGRIM MANOR	06/09/2016	Fine	9555
AZ	PAYSON CARE CENTER	07/13/2018	Fine	99788
AL	ST MARTIN'S IN THE PINES	02/12/2019	Fine	13905
CA	CANYON SPRINGS POST-ACUTE	03/09/2018	Fine	10793
CO	SHARMAR VILLAGE CARE CENTER	06/28/2016	Fine	1640
FL	KRYSTAL BAY NURSING AND REHABILITATION	07/14/2016	Fine	34094
CO	PEARL STREET HEALTH AND REHABILITATION CENTER	03/23/2017	Payment Denial	
FL	ST CATHERINE LABOURE MANOR, INC	06/15/2017	Fine	4797
DE	NEW CASTLE HEALTH AND REHABILITATION CENTER	03/14/2018	Fine	55366
AR	LONOKE HEALTH AND REHAB CENTER, LLC	10/31/2017	Fine	7027
CO	WOODRIDGE TERRACE NURSING AND REHABILITATION	01/11/2018	Fine	7543
CO	PEARL STREET HEALTH AND REHABILITATION CENTER	03/23/2017	Fine	149219
CO	ASPEN LIVING CENTER	04/19/2018	Fine	210184
CT	MERIDIAN MANOR	06/13/2018	Fine	7150
CT	SHERIDEN WOODS	07/08/2016	Fine	1950
CA	IDYLWOOD CARE CENTER	11/04/2016	Fine	47843
CT	CRESTFIELD REHABILITATION CENTER & FENWOOD MANOR	12/04/2017	Fine	10000
FL	FORT PIERCE HEALTH CARE	07/27/2018	Fine	2056
CT	RIVER GLEN HEALTH CARE CTR	03/01/2018	Fine	11500
CA	BELLA VISTA TRANSITIONAL CARE CENTER	10/11/2018	Fine	12250
CT	ST JOSEPH'S CENTER	09/29/2017	Fine	23790
GA	ORCHARD HEALTH AND REHABILITATION	08/12/2017	Fine	60737
FL	NORTH REHABILITATION CENTER	05/16/2018	Fine	438357
CA	WINDSOR MONTEREY CARE CENTER	10/17/2018	Fine	12655
CT	AUTUMN LAKE HEALTHCARE AT NORWALK	04/27/2017	Fine	9692
AL	AHAVA HEALTHCARE OF ALABASTER	09/27/2018	Fine	59322
CT	TALMADGE PARK REHABILITATION AND CARE CENTER	08/29/2016	Payment Denial	
AR	HARRIS HEALTH AND REHAB	07/12/2017	Fine	7964
CA	BRIER OAK ON SUNSET	02/28/2017	Fine	79268
AZ	DESERT COVE NURSING CENTER	01/30/2018	Fine	9753
CA	MONTEBELLO CARE CENTER	11/18/2017	Fine	28587
CT	MONTOWESE HEALTH & REHABILITATION CENTER	05/16/2017	Fine	2666
DE	HARRISON SENIOR LIVING OF GEORGETOWN, LLC	05/11/2017	Payment Denial	
AL	AHAVA HEALTHCARE OF ALABASTER	09/26/2016	Fine	186017
CA	FIRCREST CONVALESCENT HOSPITAL	07/26/2016	Payment Denial	
AR	PREMIER HEALTH AND REHABILITATION CENTER	07/18/2018	Fine	6500
AR	LONGMEADOW NURSING CENTER - CAMDEN	11/22/2017	Fine	251262
AK	PRESTIGE CARE & REHAB CENTER OF ANCHORAGE	04/17/2017	Fine	13384
CT	LEDGECREST HEALTH CARE	08/25/2017	Fine	10000
CT	JEWISH SENIOR SERVICES	07/19/2018	Fine	10793
CA	UKIAH POST ACUTE	08/03/2017	Fine	8125
CA	COUNTRY VILLA CLAREMONT HEALTH CENTER	08/01/2016	Fine	16946
CT	BLOOMFIELD HEALTH CARE CENTER	04/27/2017	Fine	6014
CA	PICO RIVERA HEALTHCARE CENTER	10/27/2016	Fine	27137
CA	DINUBA HEALTHCARE	10/12/2017	Payment Denial	
CA	HYDE PARK HEALTHCARE CENTER	04/20/2017	Fine	7964
AR	MOUNTAIN MEADOWS HEALTH AND REHABILITATION	06/08/2017	Fine	6500
DE	MANORCARE HEALTH SERVICES - WILMINGTON	06/09/2016	Fine	414854
CT	ABBOTT TERR HEALTH CTR	06/19/2018	Fine	18000
AZ	CARING HOUSE	12/15/2017	Payment Denial	
CT	CASSENA CARE AT NORWALK	09/27/2016	Payment Denial	
AR	COMMUNITY COMPASSION CENTER OF WEST MEMPHIS	10/04/2018	Fine	10078
CA	LAKE MERRITT HEALTHCARE CENTER LLC	07/21/2016	Payment Denial	
CA	REDDING POST ACUTE	06/08/2017	Fine	20166
CA	GARDEN VIEW POST- ACUTE REHABILITATION	09/04/2018	Fine	12500
AK	PROVIDENCE SEWARD MED & CARE CENTER LTC	09/14/2017	Fine	25000
CA	WEST COVINA HEALTHCARE CENTER	10/07/2017	Payment Denial	
CA	THE REDWOODS POST-ACUTE	01/03/2017	Fine	9030
CT	NOTRE DAME CONVALESCENT HOME I	07/13/2017	Fine	6500
CT	WAVENY CARE CENTER	05/24/2018	Fine	11011
CA	CATERED MANOR NURSING CENTER	08/20/2018	Fine	8291
AR	THE WATERS OF WEST DIXON, LLC	02/05/2018	Fine	11050
CA	CUPERTINO HEALTHCARE & WELLNESS CENTER	12/18/2018	Fine	8775
FL	LAKESIDE OAKS CARE CENTER	12/14/2017	Fine	2013
AL	TLC NURSING CENTER	03/05/2017	Fine	9563
CT	TRINITY HILL CARE CENTER	07/18/2018	Fine	7150
AR	HILLCREST HOME	02/03/2017	Fine	7938
CT	COBALT LODGE HEALTH CARE & REH	09/17/2018	Fine	19695
AR	BENTLEY HEALTHCARE, LLC	08/16/2018	Fine	11050
DE	NEW CASTLE HEALTH AND REHABILITATION CENTER	03/14/2018	Payment Denial	
DE	CADIA REHABILITATION RENAISSANCE	03/06/2017	Fine	33699
DE	BRANDYWINE NURSING & REHABILITATION CENTER	07/19/2017	Fine	18856
AL	REGENCY HEALTH CARE AND REHABILITATION CENTER	08/23/2018	Fine	3250
CT	VERNON MANOR HEALTH CARE CENTER	07/26/2018	Fine	8125
FL	OCEAN VIEW NURSING & REHABILITATION CENTER, LLC	11/16/2017	Fine	25009
AR	STONEGATE VILLA HEALTH AND REHABILITATION, LLC	09/14/2018	Payment Denial	
CT	CANDLEWOOD VALLEY HEALTH & REHABILITATION CENTER	04/09/2018	Fine	8125
AR	CANYON SPRINGS HEALTH AND REHABILITATION CENTER	10/31/2018	Fine	11050
AR	STONEGATE VILLA HEALTH AND REHABILITATION, LLC	11/23/2016	Fine	12626
CA	CREEKSIDE CARE CENTER	06/02/2017	Fine	9430
CA	GARDEN VIEW POST- ACUTE REHABILITATION	03/08/2019	Fine	12760
CT	SUMMIT AT PLANTSVILLE, THE	06/16/2016	Fine	1300
AR	DES ARC NURSING AND REHABILITATION CENTER	10/04/2017	Fine	7964
CT	REGALCARE AT SOUTHPORT	11/30/2018	Fine	6500
CT	REGALCARE AT PROSPECT	06/30/2016	Fine	1500
AL	CIVIC CENTER HEALTH AND REHABILITATION, LLC	03/01/2019	Fine	3318
CA	NORTHBROOK HEALTHCARE CENTER	07/14/2017	Fine	10000
CO	CHERRELYN HEALTHCARE CENTER	02/15/2018	Payment Denial	
AZ	ALLEGIANT HEALTHCARE OF MESA	07/03/2018	Fine	6500
CT	MERIDIAN MANOR	07/06/2017	Fine	10000
CT	BEECHWOOD	12/29/2016	Fine	2316
CO	BOULDER MANOR	06/09/2017	Fine	9428
AR	GENERAL BAPTIST NURSING HOME OF PIGGOTT	07/11/2018	Fine	8125
AR	DAVIS EAST	06/24/2016	Fine	13976
CA	ALTA VISTA HEALTHCARE & WELLNESS CENTRE	08/15/2017	Fine	8775
AL	MAGNOLIA RIDGE	02/01/2018	Fine	9168
CA	ATLANTIC MEMORIAL HEALTHCARE CENTER	03/20/2017	Payment Denial	
CA	CANYON SPRINGS POST-ACUTE	05/16/2017	Payment Denial	
CT	APPLE REHAB ROCKY HILL	12/18/2018	Fine	9952
CA	SEAVIEW REHABILITATION & WELLNESS CENTER, LP	12/21/2016	Payment Denial	
CA	LA CASA VIA TRANSITIONAL CARE CENTER	03/27/2017	Fine	2406
CO	SUITES AT CLERMONT PARK CARE CENTER	11/01/2018	Fine	37118
CA	BROADWAY MANOR CARE CENTER	01/19/2018	Payment Denial	
CA	WEST VALLEY POST ACUTE	09/15/2016	Fine	22647
CA	SEAVIEW REHABILITATION & WELLNESS CENTER, LP	06/27/2017	Fine	6500
CA	NORWALK MEADOWS NURSING CENTER	11/19/2018	Fine	6633
AR	ARKANSAS NURSING  AND REHABILITATION CENTER	08/04/2017	Fine	7926
CT	WOLCOTT VIEW MANOR	01/12/2017	Fine	2641
AR	THE WATERS OF WOODLAND HILLS, LLC	06/09/2016	Fine	5107
CT	APPLE REHAB LAUREL WOODS	10/13/2017	Fine	17999
CA	ARTESIA CHRISTIAN HOME INC.	12/15/2017	Fine	6500
AR	THE VILLAGE AT VALLEY RANCH	01/25/2018	Fine	54208
CO	WOODRIDGE TERRACE NURSING AND REHABILITATION	08/31/2018	Fine	65930
AR	RICH MOUNTAIN NURSING AND REHABILITATION CENTER	11/18/2016	Fine	9271
CO	HOLLY NURSING CARE CENTER	10/19/2017	Payment Denial	
CT	ORCHARD GROVE SPECIALTY CARE CENTER, LLC	05/23/2018	Fine	24980
AR	LEXINGTON PLACE HEALTHCARE AND REHABILITATION, LLC	09/23/2016	Fine	1341
AZ	SUN WEST CHOICE HEALTHCARE & REHAB	04/19/2018	Fine	6500
CT	TOUCHPOINTS AT MANCHESTER	02/15/2018	Fine	7150
CA	LEGACY POST-ACUTE REHABILITATION	08/25/2016	Payment Denial	
AR	CRESTPARK WYNNE, LLC	12/13/2017	Fine	22294
FL	EDEN SPRINGS NURSING AND REHAB CENTER	02/01/2018	Fine	8070
DE	MANORCARE HEALTH  SERVICES - PIKE CREEK	03/01/2018	Payment Denial	
AR	THE WATERS OF WEST DIXON, LLC	06/17/2016	Fine	1170
CA	ROSE GARDEN HEALTHCARE CENTER	01/05/2017	Payment Denial	
CO	CASTLE ROCK CARE CENTER	09/12/2016	Payment Denial	
AR	WOODBRIAR NURSING HOME	08/31/2018	Fine	18268
FL	VALENCIA HILLS HEALTH AND REHABILITATION CENTER	01/05/2018	Fine	17638
AR	ARKANSAS NURSING  AND REHABILITATION CENTER	06/26/2016	Fine	1950
CA	PACIFIC VILLA, INC	06/09/2016	Fine	7500
DE	MILTON & HATTIE KUTZ HOME	04/10/2017	Fine	13068
CA	LAKE MERRITT HEALTHCARE CENTER LLC	06/01/2017	Payment Denial	
DE	WESTMINSTER VILLAGE HEALTH	08/26/2016	Fine	239168
CT	FRESH RIVER HEALTHCARE	07/10/2018	Fine	10000
FL	EDEN SPRINGS NURSING AND REHAB CENTER	02/01/2018	Fine	793
CA	LASSEN NURSING & REHABILITATION CENTER	12/08/2016	Fine	45637
CT	WATERBURY GARDENS NURSING AND REHAB	03/03/2017	Fine	3602
CT	KIMBERLY HALL-SOUTH CENTER	07/28/2016	Fine	1300
CO	MANTEY HEIGHTS REHABILITATION AND CARE CENTER	08/21/2017	Fine	11053
CT	ST JOSEPHS LIVING CENTER	09/18/2018	Fine	8775
CA	LONE TREE CONVALESCENT HOSPITAL	10/31/2016	Fine	35105
AL	CIVIC CENTER HEALTH AND REHABILITATION, LLC	09/14/2017	Fine	4664
AL	DIVERSICARE OF FOLEY	08/04/2018	Fine	395836
CO	MONACO PARKWAY HEALTH AND REHABILITATION CENTER	06/01/2017	Fine	78372
CA	WOODLANDS HEALTHCARE CENTER	03/06/2017	Fine	9842
CT	ADVANCED CENTER FOR NURSING & REHABILITATION	08/23/2017	Fine	4274
CT	GARDNER HEIGHTS HEALTH CARE CENTER, INC	08/02/2016	Fine	1950
FL	SWEET BAY HEALTH AND REHABILITATION CENTER	01/20/2017	Fine	7125
CA	MONROVIA POST ACUTE	10/26/2016	Payment Denial	
CA	RINALDI CONVALESCENT HOSPITAL	08/25/2017	Fine	24353
AR	LAKEWOOD HEALTH AND REHAB, LLC	07/15/2016	Fine	9426
FL	APOLLO HEALTH AND REHABILITATION CENTER	12/08/2017	Fine	45886
FL	REHABILITATION AND HEALTHCARE CENTER OF TAMPA	08/08/2017	Payment Denial	
CT	BRANFORD HILLS HEALTHCARE CTR	09/14/2017	Fine	19505
FL	AVANTE AT ORMOND BEACH, INC	04/27/2018	Fine	103242
FL	OAK MANOR HEALTHCARE & REHABILITATION CENTER	07/01/2016	Fine	12450
FL	FAIRWAY OAKS CENTER	11/15/2018	Fine	27450
CT	ST JOSEPH'S CENTER	11/05/2018	Fine	22006
FL	EMERALD SHORES HEALTH AND REHABILITATION	08/10/2018	Fine	7995
CA	BRIER OAK ON SUNSET	02/28/2017	Payment Denial	
CA	ALAMEDA COUNTY MEDICAL CENTER D/P SNF	12/22/2017	Fine	9750
AR	BEAR CREEK HEALTHCARE LLC	03/31/2017	Payment Denial	
CO	PALISADES LIVING CENTER	10/12/2016	Fine	31209
AL	KNOLLWOOD HEALTHCARE	10/19/2017	Fine	32439
CT	JEWISH SENIOR SERVICES	08/04/2016	Fine	13650
CA	HEARTS & HANDS, POST ACUTE CARE & REHAB CENTER	03/24/2017	Fine	3907
CT	CASSENA CARE AT NORWALK	09/15/2016	Fine	2316
CA	COUNTRY OAKS CARE CENTER	03/29/2018	Fine	8500
AL	ATMORE NURSING CENTER	02/09/2017	Fine	19713
CA	RAMONA NURSING & REHABILITATION CENTER	12/14/2017	Fine	13105
CO	ALPINE LIVING CENTER	12/11/2017	Fine	360325
CT	ADVANCED CENTER FOR NURSING & REHABILITATION	01/19/2017	Fine	17209
DE	WESTMINSTER VILLAGE HEALTH	02/12/2018	Fine	120645
CA	ASTORIA NURSING AND REHAB CENTER	05/26/2017	Fine	33350
AR	WESTWOOD HEALTH AND REHAB, INC	07/10/2018	Fine	11053
CT	MEADOWBROOK OF GRANBY	04/13/2017	Fine	6565
CA	BETHESDA HOME	02/22/2018	Fine	13000
AR	ARKANSAS CONVALESCENT CENTER	01/13/2017	Fine	18510
AR	THE WATERS OF FORT SMITH, LLC	10/23/2017	Fine	10608
AR	LEGACY HEALTH AND REHABILITATION CENTER	04/13/2018	Fine	68135
CA	FIRCREST CONVALESCENT HOSPITAL	11/30/2016	Fine	1991
CT	WILTON MEADOWS HEALTH CARE CEN	11/22/2016	Fine	10967
CT	WESTPORT REHABILITATION COMPLEX	12/01/2016	Fine	14165
CT	EVERGREEN WOODS	08/25/2016	Fine	8483
AZ	RIDGECREST HEALTHCARE	06/08/2016	Fine	7063
CA	JURUPA HILLS POST ACUTE	01/13/2017	Payment Denial	
CA	CASA BONITA CONVALESCENT HOSPITAL	09/27/2016	Fine	17982
CT	ORCHARD GROVE SPECIALTY CARE CENTER, LLC	05/11/2017	Fine	24980
AR	BRIGHTON RIDGE	12/06/2018	Fine	27010
CO	UNION PRINTERS HOME	11/17/2017	Fine	31107
CA	WINDSOR GARDENS REHABILITATION CENTER OF SALINAS	10/05/2016	Fine	20075
DE	LOFLAND PARK CENTER	04/18/2018	Fine	20546
AL	NORTH MOBILE NURSING AND REHABILITATION CTR	11/03/2017	Fine	112106
CO	YUMA LIFE CARE CENTER	07/08/2016	Fine	14850
CA	LEISURE GLEN POST ACUTE CARE CENTER	03/04/2019	Fine	37278
CT	REGALCARE AT PROSPECT	01/20/2017	Fine	2121
AR	MOUNT VISTA REHABILITATION AND HEALTH CENTER	12/13/2018	Fine	7150
CO	GARDENS ON QUAIL	06/28/2018	Fine	7803
CA	COUNTRY OAKS CARE CENTER	10/31/2016	Payment Denial	
CA	MANNING GARDENS CARE CENTER, INC	06/30/2017	Fine	13328
AR	OAK RIDGE HEALTH AND REHABILITATION	12/15/2017	Fine	27254
CA	MONTEBELLO CARE CENTER	02/28/2017	Fine	6539
CO	UPTOWN HEALTH CARE CENTER	11/21/2016	Fine	15144
AR	GOOD SAMARITAN SOCIETY - MOUNTAIN HOME	07/27/2018	Fine	6500
DE	MANORCARE HEALTH  SERVICES - PIKE CREEK	06/14/2017	Payment Denial	
CT	TWIN MAPLES HEALTHCARE, INC	08/09/2018	Fine	19845
CA	AVALON VILLA CARE CENTER	11/01/2017	Fine	10000
DE	BRANDYWINE NURSING & REHABILITATION CENTER	04/25/2018	Fine	11898
CO	MONACO PARKWAY HEALTH AND REHABILITATION CENTER	07/15/2016	Fine	20350
CA	SOCAL POST-ACUTE CARE	02/28/2018	Fine	6500
AZ	FORUM AT DESERT HARBOR, THE	04/19/2018	Fine	30921
AZ	LAKE PLEASANT POST ACUTE REHABILITATION CENTER	04/06/2018	Fine	10728
AR	TWIN RIVERS HEALTH AND REHABILITATION	02/08/2018	Fine	29739
CT	THE RESERVOIR	04/19/2018	Fine	19383
CA	LOS ALTOS SUB-ACUTE AND REHABILITATION CENTER	03/10/2017	Fine	3702
CA	GOLDEN HILL SUBACUTE & REHAB CTR	03/09/2017	Fine	3097
CO	COLORADO STATE VETERANS NURSING HOME-RIFLE	11/03/2016	Payment Denial	
AL	CROWNE HEALTH CARE OF SPRINGHILL	03/08/2018	Fine	13627
CT	SUMMIT AT PLANTSVILLE, THE	04/27/2017	Fine	2666
CA	CANYON SPRINGS POST-ACUTE	03/02/2017	Fine	33245
CT	WHITNEY REHABILITATION CARE CENTER	07/13/2016	Fine	7053
CA	ATLANTIC MEMORIAL HEALTHCARE CENTER	07/24/2017	Fine	33330
CT	COOK WILLOW CONVALESCENT HOSPI	07/15/2016	Fine	1300
CT	COUNTRYSIDE MANOR OF BRISTOL	06/14/2016	Fine	5850
CA	LA MARIPOSA CARE AND REHABILITATION CENTER	09/18/2017	Fine	10490
CT	COOK WILLOW CONVALESCENT HOSPI	05/25/2017	Fine	2666
AL	ASHLAND PLACE HEALTH AND REHABILITATION, LLC	07/22/2016	Fine	17050
CO	LEMAY AVENUE HEALTH AND REHABILITATION FACILITY	11/23/2016	Fine	102531
CO	COLORADO STATE VETERANS HOME AT FITZSIMONS	09/24/2018	Payment Denial	
CA	BRENTWOOD POST ACUTE	04/30/2018	Fine	10403
CA	HEALTHCARE CENTER OF BELLA VISTA	07/11/2017	Fine	56875
FL	FAIRWAY OAKS CENTER	11/15/2018	Payment Denial	
CA	CASA BONITA CONVALESCENT HOSPITAL	09/27/2016	Payment Denial	
CA	CATERED MANOR NURSING CENTER	05/11/2018	Fine	10000
CT	SAINT JOHN PAUL I I CENTER	01/10/2018	Fine	7150
CT	APPLE REHAB WEST HAVEN	04/09/2018	Payment Denial	
FL	SOUTH HERITAGE HEALTH & REHABILITATION CENTER	08/28/2018	Fine	13627
CA	WELLSPRINGS POST ACUTE CENTER	06/22/2016	Fine	28807
AR	PRAIRIE GROVE HEALTH AND REHABILITATION, LLC	07/20/2018	Fine	13627
CA	COUNTRY VILLA BELMONT HEIGHTS	11/21/2017	Fine	13000
AR	DIAMOND COVE, LLC	10/25/2018	Fine	11573
FL	FORT PIERCE HEALTH CARE	02/08/2017	Fine	3065
DC	INGLESIDE AT ROCK CREEK	02/16/2018	Payment Denial	
AR	ENCORE HEALTHCARE AND REHABILITATION	04/13/2017	Fine	9296
CT	ROSE HAVEN, LTD	12/22/2017	Fine	11999
CT	VILLA MARIA NURSING & REHAB COMMUNITY, INC	02/16/2017	Fine	1991
CA	PROVIDENCE LITTLE CO OF MARY TRANSITIONAL CARE CTR	08/04/2017	Fine	6500
CA	GARDEN VIEW POST- ACUTE REHABILITATION	05/15/2018	Fine	10000
CO	ADVANCED HEALTH CARE OF COLORADO SPRINGS	08/25/2016	Fine	3663
CO	AMBERWOOD COURT REHABILITATION AND CARE COMMUNITY	07/19/2016	Fine	3616
CA	SKYLINE HEALTHCARE CENTER - SAN JOSE	03/17/2017	Fine	20130
AR	DARDANELLE NURSING AND REHABILITATION CENTER,INC	06/03/2016	Fine	9555
CA	PICO RIVERA HEALTHCARE CENTER	10/27/2016	Payment Denial	
CA	MOUNTAIN VIEW CONV HOSP	06/21/2017	Fine	27580
CT	CHELSEA PLACE CARE CENTER	09/13/2018	Fine	11050
CA	SANTA ROSA POST ACUTE	03/10/2017	Payment Denial	
AR	RIVER RIDGE REHABILITATION AND CARE CENTER	03/16/2017	Fine	32380
CT	GLENDALE CENTER	04/02/2018	Fine	19383
CT	MONTOWESE HEALTH & REHABILITATION CENTER	08/03/2017	Fine	48770
CA	NORTHRIDGE CARE CENTER	05/21/2018	Fine	6500
CT	APPLE REHAB MIDDLETOWN	05/18/2017	Fine	2666
CA	MONROVIA POST ACUTE	10/26/2016	Fine	1991
CT	JEWISH SENIOR SERVICES	08/04/2016	Fine	5050
CT	DOUGLAS MANOR	07/18/2017	Fine	5050
CA	AVALON VILLA CARE CENTER	08/25/2017	Fine	14140
AL	KELLER LANDING	09/13/2018	Fine	6500
CA	AVALON VILLA CARE CENTER	09/28/2017	Payment Denial	
CA	AVALON VILLA CARE CENTER	09/28/2017	Fine	33835
DE	MANORCARE HEALTH  SERVICES - PIKE CREEK	06/14/2017	Fine	7933
IL	BRIA OF CAHOKIA	10/05/2017	Fine	10000
IL	ROSEWOOD CARE CENTER OF ST CHARLES	09/07/2017	Fine	13000
IL	SUNNY HILL NURSING HOME OF WILL COUNTY	02/08/2018	Fine	8125
IL	WARREN PARK HEALTH & LIVING CTR	12/28/2016	Fine	2013
FL	PALMETTO CARE CENTER	10/26/2017	Fine	10000
IN	SPRING MILL MEADOWS	05/21/2018	Fine	8125
GA	CARROLLTON MANOR, INCORPORATED	01/12/2017	Fine	23166
IN	GOLDEN LIVING CENTER-FOUNTAINVIEW PLACE	10/12/2016	Fine	24605
FL	COLONIAL LAKES HEALTH CARE	07/30/2016	Payment Denial	
ID	MINI-CASSIA CARE CENTER	07/13/2018	Fine	6500
FL	ST VINCENT'S MEDICAL CENTER SOUTHSIDE	04/20/2017	Fine	6845
GA	WILLOWWOOD NURSING CENTER	11/09/2017	Fine	23429
IL	LOFT REHAB & NURSING OF NORMAL	04/25/2018	Fine	17553
FL	ROSEWOOD HEALTH AND REHABILITATION CENTER	08/12/2016	Payment Denial	
IL	WILLOW ROSE REHAB & HEALTH	04/11/2017	Fine	55848
IL	LEXINGTON OF STREAMWOOD	12/26/2017	Fine	7150
FL	REGENTS PARK NURSING & REHABILITATION CENTER	12/13/2018	Fine	12948
FL	CONSULATE HEALTH CARE OF PENSACOLA	08/24/2016	Fine	1341
FL	MOOSEHAVEN	02/21/2019	Fine	25714
IL	GLENCREST HEALTHCR & REHAB CTR	01/03/2017	Fine	6397
IL	MANOR COURT OF PERU	04/27/2017	Fine	7248
FL	BAY VILLAGE OF SARASOTA	05/18/2017	Fine	2641
IL	ROCHELLE GARDENS CARE CENTER	04/18/2018	Payment Denial	
IL	HEDDINGTON OAKS	03/29/2017	Fine	12110
IL	SYMPHONY OF ORCHARD VALLEY	08/26/2016	Payment Denial	
GA	LAUREL PARK AT HENRY MED CTR	02/04/2019	Payment Denial	
FL	CONSULATE HEALTH CARE OF LAKE PARKER	03/30/2017	Fine	5850
IL	BROOKDALE PLAZA LISLE SNF	04/05/2018	Fine	7150
FL	LIFE CARE CENTER OF HILLIARD	12/29/2017	Fine	1623
IL	LOFT REHAB & NURSING OF CANTON	05/24/2018	Fine	7803
IN	CARMEL HEALTH & LIVING COMMUNITY	07/06/2018	Fine	12500
IL	FRIENDSHIP MANOR HEALTH CARE	11/17/2017	Fine	15174
IL	COUNTRYVIEW CARE CENTER-MACOMB	12/27/2016	Fine	14093
FL	SIGNATURE HEALTHCARE CENTER OF WATERFORD	09/13/2018	Fine	13627
FL	MANORCARE HEALTH SERVICES	07/05/2017	Fine	6146
FL	MELBOURNE TERRACE REHABILITATION CENTER	03/18/2017	Fine	13627
IL	GRAHAM HOSPITAL	07/06/2017	Fine	107502
FL	OCOEE HEALTH CARE CENTER	06/23/2016	Fine	5850
GA	PARKSIDE POST ACUTE AND REHABILITATION	12/13/2018	Fine	51875
IL	ALDEN TERRACE OF MCHENRY REHAB	06/11/2018	Payment Denial	
IL	FRANKLIN GROVE LIVING AND REHAB	08/03/2017	Fine	8125
FL	CONSULATE HEALTH CARE OF ORANGE PARK	06/15/2016	Fine	24050
FL	FREEDOM SQUARE REHABILITATION & NURSING SERVICES	10/05/2018	Fine	13878
FL	REHABILITATION CENTER AT PARK PLACE	03/15/2017	Fine	13408
IL	APERION CARE GALESBURG	12/13/2018	Fine	21154
GA	A.G. RHODES HOME WESLEY WOODS	01/25/2017	Fine	2097
IL	GREENTREE OF BRADLEY REHAB	12/11/2018	Fine	9753
FL	RIO PINAR HEALTH CARE	07/01/2017	Fine	43752
HI	THE CARE CENTER OF HONOLULU	01/04/2019	Fine	12760
FL	FINNISH-AMERICAN VILLAGE	12/14/2017	Fine	6734
FL	HIGHLAND PINES REHABILITATION CENTER	09/17/2018	Fine	13501
GA	CORDELE HEALTH AND REHABILITATION	08/04/2016	Fine	650000
IL	APERION CARE GALESBURG NORTH	03/02/2017	Payment Denial	
GA	NORTHRIDGE HEALTH AND REHABILITATION	11/03/2016	Payment Denial	
IL	MEADOWBROOK MANOR - NAPERVILLE	12/16/2016	Fine	22225
GA	CHULIO HILLS HEALTH AND REHAB	09/29/2017	Fine	13627
FL	PENINSULA CARE AND REHABILITATION CENTER	03/22/2018	Fine	6662
GA	CAMBRIDGE POST ACUTE CARE CENTER	08/18/2016	Fine	69489
FL	SARASOTA POINT REHABILITATION CENTER	02/26/2019	Fine	103327
ID	WELLSPRING HEALTH & REHABILITATION OF CASCADIA	07/19/2016	Fine	1127000
FL	MAYFLOWER HEALTHCARE CENTER	04/13/2017	Fine	18691
IL	HERITAGE HEALTH-PANA	01/19/2018	Fine	8125
IN	CARDINAL NURSING AND REHABILITATION CENTER	03/24/2017	Fine	17076
IL	PARK POINTE HEALTHCARE & REHAB	11/04/2016	Fine	20150
IL	WINNING WHEELS	07/22/2016	Fine	9100
GA	SIGNATURE HEALTHCARE AT TOWER ROAD	01/31/2019	Fine	7566
IL	ST VINCENT'S HOME	11/01/2018	Fine	10615
IN	GOLDEN LIVING CENTER-INDIANAPOLIS	08/09/2017	Fine	8125
ID	SHAW MOUNTAIN OF CASCADIA	06/16/2017	Fine	20680
IL	MANORCARE OF PALOS HEIGHTS WEST	10/06/2016	Fine	25239
FL	MAGNOLIA HEALTH AND REHABILITATION CENTER	10/20/2016	Fine	16347
IL	SANDWICH REHAB & HCC	07/22/2016	Fine	15300
IL	PLEASANT VIEW LUTHER HOME	10/11/2017	Fine	41600
HI	HALE MAKUA - KAHULUI	10/14/2016	Fine	21403
IL	DUPAGE CARE CENTER	03/24/2017	Fine	19880
IL	ACCOLADE HC OF PAXTON ON PELLS	08/14/2017	Fine	6500
IN	GOLDEN LIVING CENTER-INDIANAPOLIS	06/04/2018	Fine	14850
IN	COLUMBUS TRANSITIONAL CARE AND REHABILITATION	07/28/2017	Fine	11300
IL	MANOR COURT OF PEORIA	11/20/2017	Fine	35830
FL	BRIGHTON GARDENS OF TAMPA	08/01/2017	Fine	181284
IL	BURBANK REHABILITATION CENTER	02/22/2017	Fine	1561
IL	CROSSROADS CARE CTR WOODSTOCK	10/18/2017	Fine	22750
IN	ST MARY HEALTHCARE CENTER	08/04/2017	Fine	6500
GA	WARRENTON HEALTH AND REHAB	11/10/2016	Fine	15225
GA	SEMINOLE MANOR NURSING HOME	09/09/2017	Fine	16195
FL	SAVANNAH COVE OF THE PALM BEACHES	09/22/2017	Fine	6500
IL	ELEVATE CARE WAUKEGAN	11/08/2018	Fine	5174
GA	LAKE CITY NURSING AND REHABILITATION CENTER LLC	06/02/2017	Fine	10440
ID	OAK CREEK REHABILITATION CENTER OF KIMBERLY	04/13/2017	Fine	14924
HI	PEARL CITY NURSING HOME	12/26/2017	Fine	26790
IL	AMBASSADOR NURSING & REHAB CENTER	12/20/2016	Fine	3097
HI	LEGACY HILO REHABILITATION & NURSING CENTER	09/19/2016	Payment Denial	
IL	PARKWAY MANOR	10/03/2017	Fine	17500
IL	LEXINGTON HLTH CR CTR-LOMBARD	08/17/2017	Fine	9750
IL	APERION CARE BURBANK	10/25/2018	Fine	3250
GA	CANDLER SKILLED NURSING UNIT	04/18/2018	Payment Denial	
ID	WELLSPRING HEALTH & REHABILITATION OF CASCADIA	10/27/2017	Payment Denial	
